Date,0669.HK,2285.HK
2015-06-05,59.30646833122322,71.61656315841141
2015-06-08,57.35379819642615,72.52387372374301
2015-06-09,58.63222936777871,75.71052540530252
2015-06-10,58.56819212254371,75.82778097540304
2015-06-11,60.14876489040921,76.32444200463819
2015-06-12,59.972208477457485,78.14845950654549
2015-06-15,60.641870771861846,76.8167790834096
2015-06-16,58.65647568422992,77.09858405000868
2015-06-17,59.745858865791064,77.65047758116735
2015-06-18,62.62110862448097,79.6137917239131
2015-06-19,62.9189942665339,80.16333596707938
2015-06-22,64.99210816707843,79.77876956914294
2015-06-23,65.8391532500179,78.0489986343385
2015-06-24,66.53517117503604,79.39184340313516
2015-06-25,65.81496972686972,82.41610817566567
2015-06-26,66.60205960336316,82.16579546573304
2015-06-29,65.50684453953083,83.77284838596914
2015-06-30,66.6195659878587,82.30662381532873
2015-07-01,68.10611036414447,83.36747808752752
2015-07-02,68.53045162345282,81.43972773620497
2015-07-03,66.93516830808542,81.39628705109024
2015-07-06,68.28493938049638,81.76171808105728
2015-07-07,71.29407336947087,80.5586373993006
2015-07-08,71.86554111645847,79.01773368874207
2015-07-09,73.13641862635755,79.9492177493405
2015-07-10,73.06761244236755,78.86444098812156
2015-07-13,73.4541090200146,77.81158003111061
2015-07-14,73.36928911831768,78.72303523915105
2015-07-15,73.76636271037496,78.52309276076473
2015-07-16,72.98651282167891,78.95086354070673
2015-07-17,72.14680873746796,78.99440027125591
2015-07-20,71.52870424201602,76.17607900682145
2015-07-21,69.67168280113329,77.8162267446687
2015-07-22,69.29098880318239,79.638554741203
2015-07-23,67.51482279340854,80.72557109686787
2015-07-24,68.29444446361126,81.28667745092837
2015-07-27,65.86034623461907,81.59635724210011
2015-07-28,65.7725987293322,82.1597679115365
2015-07-29,65.83170235178584,85.26473587345681
2015-07-30,66.26719797184366,84.31350705099092
2015-07-31,66.44982109696899,84.60568562472588
2015-08-03,66.75064594288018,85.49994205290523
2015-08-04,66.08226391891519,87.35323264138162
2015-08-05,62.46643938402878,85.86877467257186
2015-08-06,64.09770867524632,87.40545293952079
2015-08-07,65.08772486767857,87.3683492180512
2015-08-10,64.75002943399168,86.63647964175111
2015-08-11,65.90866985760843,86.91663075762236
2015-08-12,65.5214973235275,87.284093250328
2015-08-13,66.7253701722077,88.72361778101566
2015-08-14,64.49648131805081,89.59915692516014
2015-08-17,65.36961966558587,89.00112838862604
2015-08-18,65.55596588809816,87.40977812401482
2015-08-19,66.44061021488996,85.36017582675719
2015-08-20,65.42071938505869,87.92545386879891
2015-08-21,66.19389176745287,84.28110828421266
2015-08-24,65.70458850127946,88.1694125926365
2015-08-25,66.73763472643328,87.7177042188663
2015-08-26,66.32372369651064,85.86951643088318
2015-08-27,65.46972669596744,85.9609558191208
2015-08-28,66.43905958483828,85.66896074602634
2015-08-31,67.06694646522482,86.65430476108737
2015-09-01,66.90847755470622,88.49106408576289
2015-09-02,66.28393405854357,89.77673421708468
2015-09-03,66.8692265607863,90.59315667885613
2015-09-04,65.61192241067101,89.59364128312782
2015-09-07,66.54216474264172,87.54173357417416
2015-09-08,67.98444513234418,88.56370611899465
2015-09-09,66.80665959910719,87.9566989506295
2015-09-10,67.59546770016522,90.76473153515657
2015-09-11,67.53365752192929,88.44412148251843
2015-09-14,67.7080900399115,88.56373264406426
2015-09-15,65.68463217233352,87.33857581536218
2015-09-16,65.22705319424608,87.5632614853997
2015-09-17,66.16233777969245,87.78930094298175
2015-09-18,68.04002333583716,88.57216580735155
2015-09-21,68.652362788924,89.40118408590288
2015-09-22,68.17597981867924,89.41129055455562
2015-09-23,68.90699584027283,90.98963735888383
2015-09-24,67.90560523690264,90.06765473093238
2015-09-25,69.98371311341978,91.85181136932233
2015-09-28,72.79988733279215,91.70559629595219
2015-09-29,72.05392347980339,93.84872645414212
2015-09-30,72.29680790964157,93.18761967880315
2015-10-01,71.04825180889158,91.61004881592865
2015-10-02,72.73054326256562,90.01378652629201
2015-10-05,74.78435026999674,89.11968919371202
2015-10-06,76.81762962528009,91.07556028530797
2015-10-07,78.1239914791264,90.87460854546372
2015-10-08,78.89725688376046,90.1629298922997
2015-10-09,80.12896626094384,88.24009227062201
2015-10-12,80.06436678443357,88.92875025597496
2015-10-13,78.23454683026534,90.95871657979892
2015-10-14,77.14927315342993,91.68292793713628
2015-10-15,74.82866477673274,90.13519980613155
2015-10-16,76.06726492183716,88.2099544588365
2015-10-19,75.11325190493028,87.3691990771837
2015-10-20,75.32265261630747,85.30256636358959
2015-10-21,77.04221099885368,88.98714586723823
2015-10-22,76.43133507718274,88.56296461516192
2015-10-23,75.08161054538806,88.70821929174699
2015-10-26,74.07018930486072,89.32735570404581
2015-10-27,71.88942089696017,89.21846136426875
2015-10-28,71.92719572482642,90.92099118681051
2015-10-29,71.81871533045083,89.94288691482703
2015-10-30,72.75615183789841,90.75609640939302
2015-11-02,74.21017791214962,91.20738226116869
2015-11-03,72.7328072324452,90.15084321457229
2015-11-04,73.13257638940618,92.7222814527599
2015-11-05,70.96870978914919,91.52754855975674
2015-11-06,72.21646252324358,90.96682401737242
2015-11-09,72.38374289111346,91.08156872743321
2015-11-10,72.7500298112748,91.43380911330313
2015-11-11,73.3539753078001,93.03375636213798
2015-11-12,75.4908633123241,94.88214283811982
2015-11-13,73.98938885266395,95.09824384692796
2015-11-16,75.91131309279127,91.35446971497352
2015-11-17,75.77708384943388,90.8091871044556
2015-11-18,74.65072831432587,90.48041555955703
2015-11-19,74.1776429701203,91.73813314737686
2015-11-20,75.31002254455511,91.3726999618049
2015-11-23,77.15047690371614,92.11618046226977
2015-11-24,74.76751007903847,91.49598818668439
2015-11-25,74.36698984898311,91.05498368059821
2015-11-26,73.45206716017866,91.24618178197147
2015-11-27,73.37857480590934,91.0468432938028
2015-11-30,74.02824977920572,92.7034663401552
2015-12-01,72.53615218109904,91.36525802734675
2015-12-02,73.67313503955917,89.7326867352348
2015-12-03,70.3331586299454,88.72353795705928
2015-12-04,69.70373350440792,87.89516204785394
2015-12-07,72.05878593715208,85.9633600650768
2015-12-08,72.04907206417423,88.55738597924488
2015-12-09,71.4919232861926,88.37509044200127
2015-12-10,71.63966956150914,88.24368513631039
2015-12-11,74.0029689451264,90.58958575098555
2015-12-14,73.22322146718946,90.18157167947368
2015-12-15,71.54886593581001,90.62402512781682
2015-12-16,72.12688920436538,90.15273959488995
2015-12-17,69.07551074320833,90.92989948548322
2015-12-18,67.11010321296249,90.47243818161175
2015-12-21,65.91063041953392,85.76774135527656
2015-12-22,66.62303312636536,86.14819996986935
2015-12-23,66.70804172693838,86.34766260948781
2015-12-24,65.05512559653802,86.23706011985375
2015-12-25,65.74217417704257,86.59235678011822
2015-12-28,65.33865167755029,85.9215133698339
2015-12-29,64.42567450778414,84.21999610168336
2015-12-30,66.22335862475583,86.90292714335541
2015-12-31,67.1086190891857,85.34201334845808
2016-01-01,66.28070081419793,84.97810405327002
2016-01-04,67.3203557172937,83.5889317931433
2016-01-05,66.12071699347979,84.32477992599871
2016-01-06,67.89713206336643,85.11159008636574
2016-01-07,66.40326003308867,84.85159029025218
2016-01-08,64.72156215622985,84.785375453155
2016-01-11,64.63171232594676,84.65455470082796
2016-01-12,64.47259786828657,84.7123335360246
2016-01-13,65.88144323319156,83.33046811558765
2016-01-14,66.59584877304724,81.39897106056141
2016-01-15,67.22402388311211,81.21065994524504
2016-01-18,66.4573253132234,81.92778943285666
2016-01-19,65.10022772699809,78.24735813448524
2016-01-20,64.4063465095726,77.57593550528667
2016-01-21,65.18432241699173,77.4494290758894
2016-01-22,65.76628581077972,77.08319130500979
2016-01-25,66.36089038725522,77.50632140552939
2016-01-26,66.47548687004765,77.26240266120026
2016-01-27,65.60469231461418,75.2041500475046
2016-01-28,64.03357040768608,75.30572319867461
2016-01-29,64.18650121328189,78.95655109275258
2016-02-01,63.639580581521635,79.57906088211378
2016-02-02,63.5028082469922,78.64470741072188
2016-02-03,61.82884462579849,79.20889256393531
2016-02-04,62.41539576073514,77.5638172313922
2016-02-05,62.34224933011879,76.69270291165597
2016-02-08,61.63791562152245,78.12235369776549
2016-02-09,62.20716168254021,77.59861651204908
2016-02-10,61.65746297366034,76.52479071934454
2016-02-11,60.93676116071984,74.8388962652113
2016-02-12,60.34454547706167,74.33576748317311
2016-02-15,59.881120237804474,73.15307093447356
2016-02-16,61.809137777566,72.4065476575726
2016-02-17,61.40339548214483,71.52826224189673
2016-02-18,61.8377138454012,70.91384035125706
2016-02-19,62.20077567107854,71.23627236536892
2016-02-22,62.598927522325056,70.37557302131317
2016-02-23,63.31494683572723,69.45789999166442
2016-02-24,62.916467885565304,68.46908562626307
2016-02-25,61.51078003155545,69.78610759528844
2016-02-26,61.36112054104691,69.18132015314335
2016-02-29,60.73722749244426,68.45223952397767
2016-03-01,61.988385615988136,68.90253487142301
2016-03-02,61.9242077733685,68.02459156867509
2016-03-03,61.93519278599022,67.80408573876235
2016-03-04,62.44074087027612,68.61303465588652
2016-03-07,61.55133388028486,67.18807640101988
2016-03-08,59.93255545810984,66.21738812350065
2016-03-09,59.232755214310735,66.75784039157529
2016-03-10,62.417210791007506,66.6926237864951
2016-03-11,63.54027852459862,66.08622945618113
2016-03-14,64.26905541398965,66.29812465173401
2016-03-15,64.51850229930052,66.21459353219917
2016-03-16,64.79433649071169,65.62935786320917
2016-03-17,63.901764070868616,66.0909783585233
2016-03-18,63.98951826523982,64.63168960624141
2016-03-21,65.81775821133738,64.9076895132063
2016-03-22,65.72676560117986,65.73233587480607
2016-03-23,66.19383336603431,64.79367431747166
2016-03-24,68.5240548176691,65.28246228828618
2016-03-25,68.77050900423855,61.67100099244944
2016-03-28,67.81146745949003,63.19757871615497
2016-03-29,65.84186632695291,62.84873091502676
2016-03-30,67.1030192724961,62.79342998719261
2016-03-31,66.42927022917664,63.74802945412035
2016-04-01,66.70390230027928,64.2202773142073
2016-04-04,65.63500125644386,63.47578514794356
2016-04-05,65.54786057315324,61.89414329686766
2016-04-06,66.40924070819288,60.606847828720426
2016-04-07,69.40731443764452,61.42930096870249
2016-04-08,68.50077153413676,60.401073892437466
2016-04-11,66.99657985110727,60.44255983215592
2016-04-12,68.63661956429424,59.706596570852746
2016-04-13,67.73450679918916,61.53783340557392
2016-04-14,67.51697257011833,61.62256500735935
2016-04-15,67.05803386983465,64.03820140768362
2016-04-18,64.88989484682587,62.585958563957924
2016-04-19,63.540355520261585,62.28536132374528
2016-04-20,63.55739290386399,62.997260916419464
2016-04-21,63.39943504165318,63.37923757808182
2016-04-22,63.287207331021634,63.87147372902983
2016-04-25,61.71120119738513,62.57078627652
2016-04-26,62.341693667559674,62.2646811532263
2016-04-27,62.982755953153465,62.01385274733304
2016-04-28,64.80855561368456,62.200502261907545
2016-04-29,64.06762387348415,61.618184879145225
2016-05-02,66.3430640750554,62.89985141664614
2016-05-03,66.31268401671633,62.51418532570795
2016-05-04,64.82511525854844,62.21429493046512
2016-05-05,66.13084795565686,61.11311861152033
2016-05-06,66.41248265348118,61.132182951091174
2016-05-09,65.42836239719551,61.7228502451734
2016-05-10,66.35209007614354,63.78632289286201
2016-05-11,66.59442093795829,63.728366998565114
2016-05-12,67.92083574271462,62.74203698181075
2016-05-13,69.73160946662483,63.65328069862119
2016-05-16,71.1426242915425,62.203773057481534
2016-05-17,72.67550950957565,62.55916403197241
2016-05-18,71.97453307849815,61.21486801885197
2016-05-19,72.76907735879323,61.51611645364747
2016-05-20,71.89299025009068,61.62928524904987
2016-05-23,72.0306640439032,62.66104738071774
2016-05-24,69.34140932719745,63.17280104615624
2016-05-25,69.82245493857926,62.88632501057662
2016-05-26,69.30457750493028,63.57819409333198
2016-05-27,69.07859138161291,64.68380411550498
2016-05-30,68.92270403148551,64.76082110519218
2016-05-31,67.37941816048489,66.72273089006598
2016-06-01,68.5938901383225,66.40706934312071
2016-06-02,67.7285287584718,67.54912922052819
2016-06-03,69.05204443893066,67.07986855867269
2016-06-06,70.30228193564545,66.07511341141834
2016-06-07,70.21577468942117,63.46259036814316
2016-06-08,71.09615595235331,61.25340081828299
2016-06-09,72.98604069963758,59.584519959992676
2016-06-10,70.77885625784357,58.170061509682355
2016-06-13,70.01833060910205,57.31844661139472
2016-06-14,70.73118442078416,57.448365153997294
2016-06-15,71.13393269352572,58.04323835247599
2016-06-16,71.77437427999686,60.85307306626995
2016-06-17,71.38595822752623,61.93189116037266
2016-06-20,71.39881273258052,62.961380728524176
2016-06-21,71.78277607145797,63.342538396408685
2016-06-22,72.99904742622233,64.70634164994013
2016-06-23,72.73013666944107,63.900919991811
2016-06-24,72.69067547945338,65.13163009967447
2016-06-27,73.73052211618277,64.17870464989902
2016-06-28,73.7590940109273,64.15429143583454
2016-06-29,75.60412428409097,66.21708359980113
2016-06-30,75.56851633976899,65.10442452257449
2016-07-01,74.16070191297743,64.59270862793595
2016-07-04,73.36980172099834,65.02859525574839
2016-07-05,73.75444871333069,65.42865242720403
2016-07-06,74.02678500728001,66.90128494246662
2016-07-07,72.84937912591454,66.55433113053503
2016-07-08,72.94870550123682,68.27343192794612
2016-07-11,74.11142995511102,67.68550004374426
2016-07-12,75.13713229097903,66.31451278949342
2016-07-13,73.75161909658269,66.40902757684752
2016-07-14,75.57114425741138,65.31873137812399
2016-07-15,75.55967414544037,65.79837280771098
2016-07-18,75.83096093370825,67.65064538015925
2016-07-19,75.53204044737774,67.25002604827365
2016-07-20,76.45116357917146,67.39143474815619
2016-07-21,74.79284235645068,68.97378909653341
2016-07-22,74.21378341859085,69.47691008419669
2016-07-25,75.6203802042971,69.06024958411889
2016-07-26,74.97041429155807,67.48933404924807
2016-07-27,74.88205503196983,67.20726295091602
2016-07-28,75.91035787642699,67.41612911406563
2016-07-29,75.8281315406326,67.4269732647682
2016-08-01,77.80828717672058,66.29640651006085
2016-08-02,77.54272945687657,66.65500417812869
2016-08-03,79.38429975951378,65.44125555581175
2016-08-04,77.35745678123375,65.35590839425133
2016-08-05,77.3143519951755,65.1236104933351
2016-08-08,77.91833582027728,65.37576854950257
2016-08-09,77.14133106951026,64.39349852387569
2016-08-10,77.85365107403096,63.826491654673035
2016-08-11,79.30095923476802,61.90782376842087
2016-08-12,79.53693976838595,64.24997716312993
2016-08-15,79.57609865338625,67.05511935187847
2016-08-16,77.29277671385161,65.8205164038164
2016-08-17,78.33506999529378,67.16823056441763
2016-08-18,78.9603995438446,66.49890486540649
2016-08-19,81.14643131059975,65.77278280028803
2016-08-22,84.12487175985981,65.23271334458062
2016-08-23,83.37867686895835,65.42564503075262
2016-08-24,80.17681924229592,67.23901756537822
2016-08-25,80.43680061191911,66.90096381618848
2016-08-26,81.7051066293657,67.46775331653176
2016-08-29,84.20684497705038,68.05289557668613
2016-08-30,82.06840436571338,67.03870353913366
2016-08-31,81.16234211802885,67.06661014106751
2016-09-01,80.3834821031707,65.28323240608673
2016-09-02,81.3389957881414,67.93996947239867
2016-09-05,83.77054908539168,67.94785473489365
2016-09-06,82.45018587000006,67.59203399334449
2016-09-07,79.51462707125111,65.71199833714397
2016-09-08,76.89110140655892,65.34930778756384
2016-09-09,76.39039527330779,66.18116038295942
2016-09-12,73.89005797224414,65.76584785646476
2016-09-13,72.29089329465157,67.07263864580804
2016-09-14,72.6534085317125,66.1057649333054
2016-09-15,72.69068268870011,67.87902364404921
2016-09-16,71.99499989103978,68.21860240393012
2016-09-19,72.92553307294652,68.20300964365799
2016-09-20,72.16830914187896,67.77777270048368
2016-09-21,71.06606243134375,66.68988479475003
2016-09-22,71.68991093924963,66.01310801296643
2016-09-23,72.03910488471661,63.78811752765728
2016-09-26,74.10900862584052,65.13965739703934
2016-09-27,72.2965809248791,64.2360102776284
2016-09-28,74.97584380012306,66.87154779336217
2016-09-29,73.79749367863572,66.84583054075333
2016-09-30,74.37618564470124,65.8742395070898
2016-10-03,76.55161738900217,66.15319240168641
2016-10-04,75.30492656735528,64.15299365218799
2016-10-05,76.61896430128162,63.957720707213866
2016-10-06,75.88290516988812,65.74283265162933
2016-10-07,76.55021902890199,64.47008742503499
2016-10-10,77.39716761680621,62.143603344262615
2016-10-11,77.77810741968172,63.17299578828768
2016-10-12,76.62603897805495,60.770139429780045
2016-10-13,78.23004535904606,60.76529023861023
2016-10-14,77.01536839774798,62.90655462968894
2016-10-17,75.71128072909951,62.08060486214365
2016-10-18,74.83109345735406,62.33743042005597
2016-10-19,74.89142697496237,62.81144334101525
2016-10-20,74.36053075031045,62.149265797801796
2016-10-21,76.27452685777249,61.57440284030107
2016-10-24,77.10768119557638,62.801506040304155
2016-10-25,75.90141865466906,63.09424727288148
2016-10-26,73.97359894239341,61.357281447196996
2016-10-27,75.76968387561745,61.62524482595132
2016-10-28,74.81954340580482,63.026992047427946
2016-10-31,72.41335370953594,65.70648836512824
2016-11-01,72.82103597378028,63.210903195956824
2016-11-02,72.06774081729046,63.81717681972243
2016-11-03,71.35402095239725,64.62169661167141
2016-11-04,73.78633665628068,65.63560965224983
2016-11-07,72.17847862193288,65.74169916908778
2016-11-08,73.10132044563998,67.13130294071154
2016-11-09,74.46579913422411,66.1762061178723
2016-11-10,75.1163683830555,66.27539135888733
2016-11-11,75.0494104318207,66.00358448536933
2016-11-14,75.7878989340468,65.54249018333536
2016-11-15,76.75031513764401,63.640143096244046
2016-11-16,76.51013943413169,62.677585902804594
2016-11-17,77.44384508946078,61.71184827870081
2016-11-18,75.71271361262272,62.565503043014566
2016-11-21,77.35960384067069,62.911353343918876
2016-11-22,76.87533909595278,65.75792174233455
2016-11-23,74.66209915856507,64.14553853260263
2016-11-24,75.82589159781288,63.340654269077945
2016-11-25,74.83073411524754,65.03122675636881
2016-11-28,73.32358494502566,63.88211402969504
2016-11-29,72.82251031927447,65.60714211646545
2016-11-30,71.45988482480404,67.85884160227903
2016-12-01,71.24737897845769,68.4440613386092
2016-12-02,71.44084933219713,70.0569877910794
2016-12-05,69.80182405072793,68.71898166000385
2016-12-06,69.73777664077019,68.37827889080998
2016-12-07,72.01892413560242,69.70430639923899
2016-12-08,71.52064703326722,69.39958580290774
2016-12-09,70.23507237029827,69.8465383549807
2016-12-12,70.14597501104615,70.06028820274699
2016-12-13,72.76167901604279,70.33799500629604
2016-12-14,72.90739031599706,70.59888118116473
2016-12-15,72.2794472318736,69.30997139691392
2016-12-16,71.1239672676943,70.22138823261069
2016-12-19,71.40093038965433,69.03705597976082
2016-12-20,73.50069977783095,69.07811287993803
2016-12-21,73.48982612112002,69.76436908325185
2016-12-22,74.81762313326595,70.41080927409872
2016-12-23,72.05071430376863,71.38777454372054
2016-12-26,70.85779891571909,70.46459294529171
2016-12-27,69.11955512041149,71.62671159659057
2016-12-28,69.01073379574886,71.54795195652481
2016-12-29,67.3424753349445,72.07176155313424
2016-12-30,68.33973483821508,72.40914861900998
2017-01-02,66.75091504702458,73.22285147329534
2017-01-03,65.41474418918808,71.55489959287387
2017-01-04,66.03039694298869,70.82032490783097
2017-01-05,65.2447964006249,71.47182894923493
2017-01-06,63.59425090071681,71.3958027652457
2017-01-09,64.49653027642297,69.42053645826473
2017-01-10,63.22062124709148,70.77563396588903
2017-01-11,63.76792857613588,72.42530983006355
2017-01-12,63.932556236372356,70.24598669694173
2017-01-13,61.61791343960803,70.81064384422824
2017-01-16,62.89528100329139,69.91482468528692
2017-01-17,61.875869117341054,68.99978447711541
2017-01-18,61.30901370070767,69.7686116112319
2017-01-19,61.79276660456094,72.92959862792273
2017-01-20,61.69463434258261,71.51362213194663
2017-01-23,63.429105285947735,71.4469756426637
2017-01-24,62.74506819301477,72.7223489354511
2017-01-25,61.76810762770582,73.91922282261781
2017-01-26,62.52242167588494,72.93579841809273
2017-01-27,62.52092159358361,73.21488184652951
2017-01-30,61.96890954190371,72.11642962174118
2017-01-31,60.88005064303067,73.21330552943611
2017-02-01,61.883443486413576,71.4172182741423
2017-02-02,63.97749535587441,71.45801474013336
2017-02-03,64.61041188061293,70.29802119711289
2017-02-06,63.75581964350059,71.71213184571486
2017-02-07,62.70464985491418,69.72558352595084
2017-02-08,63.33074160220292,70.5974411671621
2017-02-09,63.46428701964801,70.45826162828968
2017-02-10,64.33015421403559,70.10127962037286
2017-02-13,62.946368387553655,70.20772099171388
2017-02-14,62.53356936427676,70.93366136686274
2017-02-15,63.70644743033488,72.8182324034573
2017-02-16,63.11975267043848,73.4800864782128
2017-02-17,63.411598585423086,74.6143113719915
2017-02-20,62.34319405127171,76.80074467708077
2017-02-21,61.57285406020734,78.0343323103159
2017-02-22,59.95466522392442,78.03520396195526
2017-02-23,60.974890039711504,78.90728579952106
2017-02-24,61.796334027543665,79.42380996363283
2017-02-27,62.247217976978305,80.61632849782143
2017-02-28,64.0346957144481,83.2151035030054
2017-03-01,62.61429631785407,85.92793306732297
2017-03-02,61.5359778106778,83.98704045393112
2017-03-03,62.92673715972927,87.05131677628354
2017-03-06,62.49873638713474,88.53969013852942
2017-03-07,60.287608368966126,88.21487333186721
2017-03-08,61.22819535585449,88.13245713547144
2017-03-09,61.703269388269575,87.36024083685574
2017-03-10,62.176080388547604,83.59679654229704
2017-03-13,63.82724804402444,82.08677633017827
2017-03-14,63.803437069506984,81.98948289084464
2017-03-15,63.451240690633824,83.36493681418361
2017-03-16,63.4795944761626,80.94326649270049
2017-03-17,62.519900172198525,80.99500991805898
2017-03-20,60.451299628163156,79.88247208366779
2017-03-21,59.570771536811186,79.10693823292105
2017-03-22,60.995730274695745,81.2416974587993
2017-03-23,59.82923304711879,78.13340743087815
2017-03-24,60.114177599798005,78.71289067486765
2017-03-27,60.31318667305721,78.42418377199154
2017-03-28,58.55069028240441,81.22158204936524
2017-03-29,59.967302103618536,81.32683622086856
2017-03-30,59.36063549793225,79.33278441446593
2017-03-31,58.07436758563414,80.67631493646802
2017-04-03,57.189637113032404,81.5431484813029
2017-04-04,56.83294991692658,80.50744291116939
2017-04-05,55.53296197897141,80.91047363643413
2017-04-06,53.6286132934285,79.90256233907743
2017-04-07,52.34798220987203,81.70658396651262
2017-04-10,51.73552213703477,78.40945935310148
2017-04-11,50.03579839950046,76.63469844488095
2017-04-12,50.49007019889225,78.37788654434779
2017-04-13,50.57128541103936,79.8211477817657
2017-04-14,50.020178431844535,79.01212382440853
2017-04-17,48.63625000222542,80.46910664961378
2017-04-18,50.31722091282664,81.81795616788801
2017-04-19,51.13989669447697,80.41771650172579
2017-04-20,49.91228087983574,81.3744664395321
2017-04-21,50.080769243086664,79.28246429206881
2017-04-24,49.3275300364447,79.28249236408004
2017-04-25,48.28095961791478,79.92384251204702
2017-04-26,47.44196540838769,81.16762548543373
2017-04-27,48.37830280529533,79.9993976828282
2017-04-28,48.64839253325361,79.95996621960717
